tt0190332,6,"""Being that I had seen many films from Hong Kong, my basic feeling is that this movie was overrated.  Yes, I expected some action with drama, which the movie did give, but the plot of the movie (spoiled rich princess wants to be #1) didn't captivate me.First the good.  Yes, the cinematography was beautiful, giving one glimpses of China never seen.  Second, Michelle Yeoh and Chow Yun Fat were great.  I was especially surprised to see Chow do so well for an actor known as a gun toting hero.  The fight scenes were, for the most part, well choreographed, especially the scene with Michelle and Ying Zhang.So why overrated?  First of all, there were many kung-fu movies with similar or even better fight scenes.  Second, I just couldn't buy the """"flying leaps"""" seen here, especially for a film trying to be dramatic; how do they get the magic to do it?  Third, the character of the princess just annoyed me.  I think it would have been better to focus more on the characters of Michelle and Chow than on what seemed to be a spoiled brat.  Finally, I try to get the main gist of the film, but it just doesn't come to me.Quite frankly, if Ang Lee's name wasn't on this film, I doubt it would have gotten the recognition it got.  Yes, I know that's how the world turns, but a director's name can't influence how you see a film; it should be able to stand on its own.  For me, """"Crouching Tiger, Hidden Dragon"""" is slightly above average, but not worthy of the recognition it got."""
tt0190332,6,"""I finally got around to seeing CROUCHING TIGER , HIDDEN DRAGON at the weekend . It`s a movie of almost legendary status but I was slightly disappointed with it for one reason that I`ll come to shortly . First of all may I just point out that there`s a lot of acclaim that is justified , it`s a beautifully made film down to its technical areas like the cinematography ( Check out the final stunning scene ) the editing , the soundtrack and the choregraphy . It also has a sense of humour best summed up in the scene at the tea house but this scene - Indeed the whole movie - is let down by something and that something is this : It`s obvious the fleet footed characters are being pulled up and down on a harness . No matter how much the production team try to disguise it it`s obvious this is how the technique is achieved and spoiled the film for me greatly Am I cruel cynic ? Well maybe but think about this : Would LORD OF THE RINGS have been such a sucess if it was painfully obvious that Gollum was a CGI character ? Never once did I believe Gollum was anything less than a real character . Even to this day I have visions that Gollum now sits at home anxiously waiting for Peter Jackson to ring him to tell him he`s starring in THE HOBBIT , that`s how convincing he was to me , but CROUCHING TIGER , HIDDEN DRAGON fails because as soon as I saw characters running over roof tops and along tree branches I realised I was watching people on wires . A great pity because there is so much to admire in this film"""
tt0190332,6,"""What's all the fuss about? This movie is a Japanese romantic drama about male and female roles and a special sword and tons of other stuff. The story is so convoluted, I can't really recount it all. Basically, the film has, as I said, incredible fight scenes and beautiful wide-screen cinematography, but little else. The story is confusing and boring and, with the sole exception of Michelle Yeoh, badly acted (even Chow Yun-Fat!). I gave up on the film about halfway through when they threw in a needlessly long flashback that's a Western!!!! It adds very little to the story. It seems to be there just to up the romance in the movie. Also with such bad acting, you could care less about the characters. Also, the fight scenes aren't that original...Jackie Chan has been doing them in his movies since the 1970s. Also, the film is subtitled...it doesn't bother me but other viewers might not like it. So an overpraised Japanese film. In a few years, nobody will remember this."""
tt9770150,6,"""I love the non sequiturs of Kelly Reichardt, so I'm fine with not much happening in a movie. I don't need bushels of plot.But, despite, McDormand's brave contribution, I didn't think director Zhao hit the mark. For me, the pro actors didn't quite mesh with the real folks.You could run the movie in reverse, it wouldn't make that much difference, such is its neutral tone and low affect throughout.A drifter movie that just drifts. Nowhere near as good as American Honey, which is holding up as one of the great American drifter movies of this century or the last."""
tt9770150,6,"""When life deals her an unfair hand, Fern backs her bags, loads her van up, and sets off for a journey of discovery and exploration, encountering many new people along the way.I've given it a second watch, if I'm honest when I originally saw it at The Cinema, I found it a little boring, the vibe of the people around me generally boredom. The biggest frustration for me, was that it beat Promising young woman to the best picture Oscar, I don't see it at all.I have to be honest, my opinion hasn't changed a huge deal, it's good, but it's just such a frustrating watch, at times Fern just drives you crazy, she is given opportunities, she just doesn't want to know half the time.The major plus here, Frances McDormand is outstanding, her acting is phenomenal, she is one exceptional talent. You really do get the sense of how hard life is for someone in her situation.I'm not sure the combination of actors and real life people always works, sometimes it feels a little awkward.Chloé Zhao did a good job with the direction of it, much better than she did with Eternals. The cinematography is unbelievable.6/10."""
tt9770150,6,"""Let's get the obvious point out of the way first: Frances McDormand is a national treasure. She may well be the ranking American actress, and she conveys an """"everywoman"""" aura that is almost hypnotic. The lines on her face, a limitation for many actresses, are an outstanding feature for her.Now, as for the movie: As many have observed, there's scarcely a beginning, middle, or end. We're told how Fay got to be on the road, we see a handful of interactions with others, we get some gorgeous cinematography, and repeat; and repeat again. Life isn't half-bad for Fay and the people she encounters; as bad as it gets is a flat tire or a """"helpful"""" friend inadvertently breaking a beloved piece of china. Somehow, there's money to pay for more serious problems. Other reviews have summarized dozens of ways that the life hinted at here is actually far more harsh than we see.In many ways, this plays as the first episode of a limited TV series about being on the road. In my humble opinion, despite the gorgeous sunsets, such a pilot would not have been picked up.One final thing, and perhaps my biggest problem - it's sometimes referred to as the """"observer effect."""" In a movie filled with dozens of """"real"""" people, the interior of a real Amazon, and so on, I found myself constantly wondering about the crew hovering on the edge of the screen with lights and cameras and a director. It really took me out of the movie. Apparently, it worked for the amateur cast; there's a story on the Internet about one of the amateur leads being really moved by hearing a sad story from Fay; once the scene ended, he was stunned when McDormand reminded him that she was acting, and everyone described in the story was actually alive and well. I guess it's great that Ms. McDormand is such a great actress that these real people believed her in real time. But for me, I wondered how real people could melt into being characters in a movie."""
tt9770150,6,"""See those images of Frances McDormand walking thru a bleak sunset landscape? There are dozens and dozens of those shots. They make up the bulk of the film, as if the makers were thrilled with """"Days of Heaven"""" and it's minimalist photography. But that film at least had two characters to interact for a story to develop. This film is basically a solo effort where we are to get character, motivation, inner thoughts all from McDormand's face in closeup. This could have been a """"Grapes of Wrath"""" type of film, based on its subject matter and milieu. However, you know what motivated the Joads, but McDormand's character offers very little insight as to what drives her"""
tt9770150,6,"""'Nomadland' is based on a work of non-fiction - and it shows. It's a well made movie, but not a lot happens. It's the kind of movie where if someone asked you what the plot was it would be hard to answer. You'd basically just say we follow a woman around for 108 minutes while she travels around and changes job a lot. Some people seem to be falling in love with this movie, but I'm not quite sure what they're seeing in it that I didn't.Frances McDormand is critical to this movie being as watchable as it is. She is becoming one of the most likeable and consistent actresses working today. I do prefer her in roles like 'Three Billboards Outside Ebbing, Missouri' where she has a little more sass and edge to her character. Here she is a little flat, but that's more to do with her character not actually having a whole lot to do throughout the film.I guess I just wanted more out of this film. I wanted it to be inspirational or moving or even just thought-provoking. I was hoping for a film more akin to 'Into the Wild'. I did get that sadly, and what I did get was pretty forgettable."""
tt9770150,6,"""Thanks to NSW government's dining and discovering vouchers I eventually get to enjoy this Academy Award winning movie in cinemas after a good few years. And in admiration of its winning three of the heaviest Oscar titles I have to say it is a very revealing although somehow overrated film that depicts the almost subterranean and invisible population in our world.Nomads, together with the homeless, are no new concept in our community. We either see them or hear of them in various ways, via different channels and by any means. Yet we know so little about their lives. It is all too easy to assume that they are problematic people who don't work hard to afford to live in concrete buildings. Yet this movie proves otherwise. A lot of them are decent but probably different people from us, maybe a bit eccentric - to use a word from Fern's sister in the show. It is through this film that I come to understand that going nomadic is in some way, to some extent and by some degree by choice. The fact that Fern (Frances McDormand) not once but twice rejects the offer of staying home permanently with her sister and a former fellow nomad proves so. It is fair to say that we are all creatures of habit and once we get used to one pattern it is very hard to adjust to the other especially when you reach a later age. What strikes me is that Fern cannot sleep well on a real bed inside a house and eventually sneaks into her van and feels secure in her own comfort zone.The mental health problems among nomads are an area of concern too. This population, cut off from the mainstream society, undoubtedly develops loneliness, helplessness, fear and anxiety. Dying cancer patient Swankie's conversation with Fern and fellow nomad Bob's revelation of his suicidal son serve as strong arguments. Yet nomads develop some kind of bond among them. Support yourself and help one another. Goodbyes are not final. That's what I have learned. We may bump each other again sometime down the track, and somewhere down the road.With all the goodness mentioned above this show, however, lacks A-listers, which could have been a lackluster. Yet McDormand manages to up the ante, which proves to be a success. She particularly focuses on challenging figures such as Fern in this film and Mildred in Three Billboards Outside Ebbing, Missouri (2017).Having said that this film comes nowhere close to winning such big awards due to its inert plot and flat story. Artistic features of this film are kept at a bare minimum, which gives the feeling of flying no-frills Jetstar instead of full service Qantas. And I agree with other reviewers that this is somehow a boring movie. As a person of Chinese background I was somehow caught off guard that Chinese born Chloe Zhao won the Best Director which set high expectations on this show. And this finally proves to be a bit of disappointment.Perhaps we should focus on the positive note on this overrated film and wish the nomads well. The uninspiring ending script somehow reveals the soul of this movie. That is, """"Dedicated to people who had to depart. See you down the road."""" Yes stay safe fellas.Just before I wrap up, the melancholy did linger around for quite some time in my mind just like a black coffee whose bitter taste stays on the tongue even after being sipped. Perhaps this is where the success of this movie lies in."""
tt0120338,7,"""Since I was a teenager in 1997, I can say with some degree of confidence that Titanic was made for teenage girls. Almost all of my female friends of the time adored this movie and paid to see it multiple times in theaters, so I can see why it saw so much box office success. Also, there's no question that when the boat sinks, it's terrifyingly spectacular. However, the real downfall of this movie is the terribly corny dialogue. The script sounds like it was written by adolescents. Plus, the love story is overly melodramatic. I can see why Titanic made a splash, but I only really enjoy the last half."""
tt0120338,7,"""Watching 'Titanic' was like having 2 people wrestle with a remote channel changer. Just when the movie becomes (historically) interesting, the other person grabs the remote and switches it to a pedestrian daytime soap opera. Did Kate have to be on hand at every step that led to the sinking? (her and Leo are on the side of the deck where the ice hits, of course, JUST missing them; OH! let's put her next to the Captain when he learns Titanic's fate and lack of life boats). The tragedy was story enough and James Cameron did a brilliant business decision to shove a pre-teen love opera to the foreground so girls could flock to the theater over and over to see Leo alive again and again and again...! Give the channel changer back so we can please continue with the story of the ship. Yes, I heard some crying when Leo sank into the abyss...But no sniveling when the little boy (who Leo tries to rescue before the boy is grabbed away from his panicky father) is swept away by the flooded corridor. So much for crying priorities!!I'm a big Cameron fan! Titanic has left him permanently wealthy. And he's tapped into a genre the same way Lucas tapped with Star Wars in attracting a select category of people that were willing to see this over and over (Titanic's billion dollar revenue was the result of many repeat viewings worldwide combining history with poster boy imagery).Special effects were brilliant! But I'll take the 1958 black and white """"A Night To Remember"""" movie instead.Today's lesson: If you're going to use an ax to free someone shackled with chains, don't aim, close your eyes tight, THEN swing hard so you won't see the spraying blood. This is life and death...better leave it to luck!7 out of 10"""
tt0120338,7,"""An extraordinary interest still exists in Cameron's film, still argument rages over just how good it is. The timing of its release was significant, the obsession with the film might be explained as a form of pre millennial tension at the close of the most murderous century the human race has known, a century which began with such hope and optimism, and in which the Titanic was ironically such a proud symbol. 'A Night to remember' was released amid worries about the Bomb and the feeling that science was again out of control. 'Titanic' amid millennial jitters. The most discussed aspect is the script, there are lines in the film that are moronic, irritating, senseless and just plain dumb. Others were quoted from the U.S.Senate Enquiry, which proves how people then had a better command of language than we do. Why do Jack and Rose board at Southampton when they've come from Paris? Why doesn't the diamond fall out of Rose's pocket going down with a sinking ship? Why doesn't she find it in her pocket on the Carpathia before reaching New York? Why is it that you can be rude to the ship's owner, assault and abuse the staff, 'fly' from an offlimits bow, run through boiler rooms and cargo holds, cause two stewards looking for you to drown, distract the lookouts, climb in and out of lifeboats, damage property, and NEVER get into trouble? Why do the steerage accept rich snooty first class gatecrashing their party? Why, why, why?Too much time is spent on the wrapping footage, though the unseen sunken interiors are breathtaking. The taste of showing the Titanic sinking like a computer game in front of a survivor isn't questioned. The dissolve of the wreck into the pristine ship packs an emotional wallop every time. Winslet isn't a great actress, she plays the same in every film. On Leo, when Titanic leaves port in a classic series of images, we feel his joy. But it's downhill from here.The engine room montage is another classic, but it's looking artificial. Murdoch's feet are all over the deck. The ship looks like it's populated by the Thunderbirds.Relief, Victor Garber arrives as Thomas Andrews and gives the dialogue meaning, conviction, dignity and charm, quite a feat since thanks to Cameron's warped priorities he only speaks two lines. A thing apparent in Rose is how lacking in charm she is, lighting up at table, and indelicate. No Edwardian. And as this film isn't subtle, but whacks you on the head and biffs you in the stomach we must have the class speech straight away. Tommy Ryan is the most irritating character I've seen on screen and completely unlike any Irish I've met. The next situation isn't credible. Isn't there a better way of introducing these two than the unbelievable jumping off the stern. There is one good line in the dull walk and talk that a first class wench would have said 'This is MY part of the ship' huffs Rose. But with the spit scene any hopes of a romantic wallow are dead.The cheek of the dinner party is how Jack Dawson, somebody who if Rose had chopped his hand off with the axe, would have been pushed to earn a living, has the temerity to lecture a brilliant engineer, a captain with 40 years experience and captains of industry on how to live life, when he hasn't started shaving himself. We need a unmaterialistic message in films, even if it would come better from a director who hadn't overspent his budget by $100million. But the portrayal of rich and poor is straight out of a propaganda film for the gulag.It's a pity, there is such a brilliant Irish band on board, and there aren't equally brilliant dancers.Whether the film has a Christian message at the core or if it's proclaiming that doing your own thing is more important, it's hard to say. The divine service was open to all classes so Jack being turned away is misleading and pointless. A stunning scene on the bow but there hasn't been a romantic exchange yet between this couple that convinces us. Such models of taste and discernment and the brightest thing they say about Monet is that his use of colour is extraordinary. The funniest line in film history: 'This is a ship, only so many places she could be'. The next shot: Titanic bowling merrily along. A thousand rooms!The iceberg finally turns up, the collision is breathtaking, the acting top notch and inseparable from the historical event even if Titanic hits the only iceberg in the whole Atlantic. The surreal party with music and lifejackets shows Cameron can write. Sometimes. But Jack manacled up is tedious and the crew wouldn't have done that on a sinking ship. The real story is lost in Rose running around. The lifeboats when we see them are done far better than any other version, and the timeline makes perfect sense.Titanic alone and helpless, a tiny ship with a futile rocket in an empty ocean is inspired. The film takes on a different dimension and has a touch of the sublime. The images that accompany the hymn are elegiac and perfect. The choreography around the last two boats can't be surpassed. Now we do feel a sense of the panic and despair. The water through the dome, a baptism of fire. No one can fail to be moved by the 20 minutes of terrible destruction. The lifeboat scenes couldn't have been done better, and the Carpathia is a painting brought to life. How exactly Rose retains her incognito through the years when she's a publicized actress, an aviator and everything else in the known universe isn't explained. The ending is a straight pinch from 'Somewhere in time' which did a better job of a love story set in 1912. The frustrating thing is how many things ARE done well. There are gems of writing and acting. It looks terrific. But it proves that you can recreate the cutlery, carpets, staterooms, clothes, but it's so much harder to recreate history. It isn't 1912. And half the film isn't Titanic."""
tt0120338,7,"""TitanicIn 1912, The Titanic was transporting 2,240 passengers to the United States. Four days later the ship hit an iceberg, only 706 people survived. Years later, in 1997, Cameron wrote, directed, and co-produced a movie based on these true events. It stars Kate Winslet, Leonardo DiCaprio, Billy Zane, Kathy Bates, Bill Paxton, Gloria Stuart, and Victor Garber.This movie tells a story about two fictional characters, Jack Dawson (Leonardo DiCaprio) and Rose DeWitt Bukater (Kate Winslet). They are from too different social classes, Jack doesn't have a lot of money, where Rose's family is rich, along with her mom wanting her to marry into a wealthy family.The combination of practical affects, CGI, and set designs, made everything including the ship sinking look real. The water scenes were filmed in water tanks and made to look like the Atlantic Ocean, this is an impressive accomplishment of the crew.Winslet does a good job portraying someone who is carefree, yet doesn't like her life with her fiancé she's supposed to marry. DiCaprio plays a charming guy who teaches Rose that she can just be herself. Together, they make a convincing couple. Its obvious Jack loves Rose, due to the decisions he makes towards the end. Billy Zane gives a strong performance, as he makes the audience dislike him, because of how he mistreats Rose. Titanic is a romantic yet sad movie, based on a tragic true story."""
tt0120338,7,"""Sure, Titanic was a good movie, the first time you see it, but you really should see it a second time and your opinion of the film will definetly change. The first time you see the movie you see the underlying love-story and think: ooh, how romantic. The second time (and I am not the only one to think this) it is just annoying and you just sit there watching the movie thinking, When is this d**n ship going to sink??? And even this is not as impressive when you see it several times. The acting in this film is not bad, but definetly not great either. Was I glad DiCaprio did not win an oscar for that film, I mean who does he think he is, Anthony Hopkins or Denzel Washington? He does 1 half-good movie and won't do a film for less than $20 million. And then everyone is suprised that there are hardly any films with him in it. But enough about, in my eyes, the worst character of the film. Kate Winslet's performance on the other hand was wonderful. I also tink that the director is very talented to put a film of such a magnitude together. There is one lesson to be learned about this movie: there are too many love-stories as it is, filmmakers shouldn't try to add a crummy romance in to every single movie!!! Out of a possible 100% I give this film a mere 71%."""
tt0388795,7,"""Controversial on a number of levels, yet tame by a number of standards, this is a film that will reach its audience in different ways, depending on their own personal journey - whether gay or straight. How we receive this movie - and how we relate - is indicative of where we're at in our own lives - and this is what makes this film brilliant. We follow the story of Ennis Del Mar (Ledger) and Jack Twist (Gyllenhaal) who fall unexpectedly in love during a stint as a pair of sheep herders in Wyoming during the 1960's. What follows is the struggle to keep their desires hidden from a prejudiced society and the agony of remaining committed to their marriages while living double lives. There is a consistent undertone of melancholy throughout this film, from beginning to end, and some viewers will find this heavy. But this doesn't detract from the point conveyed by Ang Lee, its director. The impressive feature of this movie is the fact that every actor puts in a solid performance - in particular some of the """"peripheral"""" actors - and this is quite rare in films where quite a number of the performers have very small roles. (Look at Anna Faris 'Lashawn Malone'; Kate Mara 'Alma Del Mar, Jr.', age 19; and Roberta Maxwell 'Jack's mother' for outstanding examples.) In terms of the main actors, Michelle Williams is outstanding, and Anne Hathaway almost steals the show! The only thing that seems to leave the film falling flat is the fact that there doesn't seem to be a positive resolution. Some will take this as an indication that gay men will end up facing tragedy and be confined to a life of loneliness. And we all might need to watch this with English subtitles, because for a majority of the film, we cannot understand what Heath Ledger's mumbled dialogue! This is incredibly disappointing - particularly considering that he delivers the very final line in the film and I am still unable to figure out what it is! (I'll have to get the DVD and throw on the subtitles!!) However, this film certainly does provoke an emotional response. And whether that response is one of anger, disgust, sadness, happiness, elation, denial, self-loathing, confusion, relief, empathy or curiosity, you are alive during those two hours. Highly recommended."""
tt0388795,7,"""There was a lot of talk about this film, a lot of publicity because of the gay interest in the script, and like always when there is too much talk, I don't pay for a seat because there are a lot of clever marketing scams around these days.It went away and then it was in my video store. I waited. Then it went on """"3 for a week for a fiver"""" and I rented it. Ang Lee did a great job there, not only in shooting a difficult story, but also with exceptional photography (it looks like an ad for a cigarette brand, but I don't remember which) and brilliant acting and bringing us back to the US in the 1960s.The story itself, about a secret love affair, is dealt with cleverly, and with qualities in the script, in the performance, and without cheap and easy voyeurism, which in itself is admirable of Ang Lee. Heterosexual love is the subject of so many films that directors lack practise in treating homosexual love, and with the controversy around Brokeback Mountain managing to get through the minefield was not easy. I felt a bit that only one of the two cowboys was in love with the other - but this is an opinion only, but most importantly it seems to me that Brokeback Mountain deals also with the eternal topic of forbidden love, and in that way manages to send the gay aspect of this love to the background"""
