imdb_id,Rating,Review
tt5052448,5,Went to watch this film after hearing good things about it and seeing the overwhelmingly good reviews on IMDb and rotten tomatoes. But unfortunately I am severally unimpressed. Whilst the film was ok it did not live up to the hype. The plot was predictable and transparent. And for labeling itself as a horror it wasn't scary at all. Though I understand that it's trying to make a point and I feel it does this very well since it's influenced so many people. But overall I would say this film is average and I would much rather reccomend my friends something else.
tt5052448,5,"""I was looking for a good horror movie and decided to pick this one after seeing very high ranking in the reviews.After watching the movie, I am pretty surprised. I don't understand the level of praise in the reviews. I don't think it deserve half of it.The message of the story is disturbingly obvious. All the way, I was expecting a deeper meaning or a twist. But disappointed to find none. It was pretty straight forward and predictable.It is not scary at all. I would not consider it as a horror category. Sometimes it was cringe too.In general it was a boring experience for me. Hardly 5 out of 10."""
tt0120689,5,"""This has got to be one of the most overrated movies of all time.  It didn't suck really bad, IMO, but was just plain average - and on the boring side of that.  I didn't find it very emotionally moving, and I thought it was quite """"cheesy"""".  I didn't get really involved and enveloped into the movie as one would when watching a truly great film, and I even say this in a nice big theatre too.  This movie just didn't turn my crank, it was very predictable, was not very thought provoking, and I'm very surprised there aren't more mixed reviews at least from the users of this site...The Green Mile is NOWHERE CLOSE to The Shawshank Redemption, and shouldn't even be mentioned in the same sentence as an emotionally powerful masterpiece such as that.  Granted that neither film is meant to appeal to your intellectual side, but more to your emotions - this film even fails at that, in my opinion.  Perhaps I just couldn't get into it because it was too cheesy...Overall, this was a disappointing film, and I know I'm not the only one who thinks that as well.  Based on people I've spoken with, this film should have more mixed reviews rather than the overwhelming praise it seems to have got."""
tt0111161,5,"""Oh come on 2nd best movie ever, I don't think so.  It's unrealistic and overly sentimental, the people who voted so high can't have seen many films. By all means watch it, but Papillion for example, is far superior, who can forget Steve McQueen's red rimmed eyes and pasty face as he catches bugs, and crushes centipedes into his watery broth to get nourishment in that incredible portrayal of hardship and determination.  I wouldn't put Papillion as the 2nd best film of all time, but it has to be the best Prison drama.  Watch Shawshank and you'll enjoy it as a lightweight entertaining feel good movie, but there are so many classic films better than this."""
tt0499549,6,"""I did see Avatar for the first time a while ago, and didn't know what to make of it. To me it felt like a visual feast if little else. Re-watching it again, I found more strengths, but there are several weaknesses that prevent it from being a masterpiece.Starting with Avatar's strengths, it is absolutely mind-blowing visually. The cinematography, landscapes, scenery, colours, make-up and effects are outstanding and are by far and away Avatar's strongest asset. I also liked the score, it is certainly not the best score I have ever heard, but it had some very nice moments, while Cameron's direction is competent, the message admirable, and the finale well and truly explosive. I also loved the flying sequences, they were breathtaking.The acting in general is a mixed bag. Sam Worthington is a charismatic enough lead, while Zoe Saldana is strong and spirited. Stephen Lang is an enjoyable and over-the-top villain of the piece too, however Sigourney Weaver is somewhat so-so, doesn't help really her character isn't that interesting while Michelle Rodriguez and Joel Moore aren't given very much to do.What didn't work so well is that Avatar's story, with themes of love in a time of chaos and man alone in a hostile environment, is rather simplistic and predictable. I also felt it took a while to get going, and that the relationship between Jake and Neytiri was on the dull side. And is it me, or does this film drag at times, particularly towards the end? Now don't get me wrong, I liked the concept, it wasn't exactly original, as I often heard it described as """"Dances with Wolves in Space with rip-offs of Pocahontas and FernGully""""- but I am not going to join those who say that- I have to admit regardless of its originality or lack of it the concept intrigued me. Then there is the dialogue, which is nothing special and never quite rings true. There are some amusing moments but a vast majority of the dialogue in the middle of the film never quite convinced or came across as cheesy. The characters also came across as rather clichéd, especially Giovanni Ribisi's, and the character development was lacking.So all in all, Avatar does have a lot of strengths, but a lot of weaknesses too. I will say I preferred it over The Hurt Locker, which to be honest left me cold, but I think I would be stretching it a bit if I said it was 5-star masterpiece. 6/10 Bethany Cox"""
tt0499549,6,"""""""Avatar"""" is not the next """"Star Wars"""" or """"Lord of the Rings."""" It might be the next """"Matrix,"""" though. Or, perhaps more accurate, the next """"Matrix Revolutions."""" It's technically groundbreaking craftmanship put to work on a story that was played out after """"Return of the King."""" There are a lot of bad guys, a lot of good guys, and sooner or later they're all gonna meet on the battlefield. The little details are not-so-shockingly unimportant, since nothing could stop, change or even, really, comment on the unstoppable trajectory of this film's story.It's the future. An Evil Corporation is parked on distant planet Pandora, mining the planet of all its precious minerals. The native population, big blue humanoids called the """"Na'vi,"""" aren't too happy about this. The corporation has hired scientists to create avatars of Na'vi bodies to be controlled by human brains, in order to communicate to the Na'vi that...they better move, lest be bulldozed by the evil Col. Qautrich (Stephen Lang).Jake Sully (Sam Worthington) is flown in to Pandora because his twin brother, who had an Avatar made specifically for him, is dead. The coincidence is an obvious plot device so that we can have a newcomer to Pandora to share in our amazement. Oh, and he's paralyzed, so running around in his new alien body is rather freeing for him.I don't feel as if I need to continue with the plot description. You know what'll happen. You've seen """"Dances with Wolves"""" and """"The Last Samurai."""" Heck, even """"Dead Man."""" The Na'vi represent nature, the (all-American) corporation represents destructive technology. Quatrich has a Southern accent and says things like, """"we have to fight terror with terror."""" The Na'vi are clones of Native Americans - filtered through the imagination of a white liberal. It's all very obvious.The question, of course, is whether or not it's entertaining. Well...sometimes. It certainly looks good. Some sequences - especially those with the winged beasts - are eye-popping. Lang makes a fun villain. Pandora is more derivative than original, it reminded me most of Skull Island in Peter Jackson's King Kong. All the monsters have a plastic-y look to them that make them feel too well-done. The 3D is distracting at times and I had a headache before the movie was over.But there are scenes and individual shots that pop with ethereal beauty. It's worth seeing for that reason, but I don't think it'll be as fun after multiple viewings. The great thing about """"Star Wars"""" was the characters: Han Solo, Luke Skywalker, Princess Leia, R2-D2, Darth Vader, Obi-Wan Kenobi, Yoda and so on. They embodied the other-worldliness of the story, taking the weight off the effects.In thirty-two years, I don't think anyone will remember """"Jake Sully."""" 6/10"""
tt0499549,6,"""Yeah this movie took several steps forward in terms of cinematography and filming technology, but that is all that can really be said to be what makes this film worth seeing. Everything else that makes a film great is totally lack luster.There is no deep character development. Why does Jake Sully really want to become a part of the Navi? What was life on Earth like? What really makes him want to break away from his roots there? Is it just the ability to walk? I mean are there no more Native Americans or Buddhists left on Earth (which is clearly who the Navi were based off of) to give him that spiritual satisfaction? How does he feel about filling his brother's shoes? Twin relationship? The conflict between scientists and the military is not developed. Every supporting character was a stock character. Michelle Rodriguez somehow manages to have a place in Hollywood after literally playing the same type of character in every film she is in (Fast and the Furious, SWAT, Blue Crush...yeah just put her in a futuristic helicopter and thats her in this one). Was Sigourney Weaver supposed to be a mother figure? How did the bad guy from the Last of the Mohicans feel about faking a Native American language? The plot was totally predictable, and the dialogue was crap. It was like James Cameron turned in his dialogue assignment a day late.This movie deserves no award nominations at all outside of those in technical categories."""
tt7131622,6,"""I'm a huge T fan, absolutely love many of his movies, but not all and sadly this joins the later list. The best way to describe this movie is """"A day in the life of a Hollywood Actor in 1969"""". That is, mostly just an AVERAGE day, which is largely where the problem lies for many of us who expected more here.Acting is great all around and saves it somewhat but like too often these days I really feel the script was weak. An example of this would be just how often we see Brad Pitt driving around by himself, where really nothing happens; it reeks of filler material but why even have it there in an already long film? Margo Robbie kind of got robbed here to some degree, her character just gets a very very minor role, didn't come off right at all.A day in the life of in 1969 is somewhat interesting to many but if that is going to be the core it really needed some more Ooommph; like the Bruce Lee scene, German meeting scene and sequences like the ending, which finally had his trademarks all over it. Even though the film does have a """"climax"""", there was really almost no lead up to it, and almost no really story tension throughout, sadly it mostly just plods along.Really hoping for a return to form for his 10th and apparently possible last film. This film has some charm, which mostly comes through in the great acting, but overall this was disappointing."""
tt7131622,6,"""Once Upon a Time... in Hollywood is maybe proof that Quentin Tarantino ranks alongside Stanley Kubrick. Both started to make overlong movies and were lionised by critics, many who were afraid to be critical of them.This might be Tarantino's most self indulgent film so far despite being a glorious period piece.Set in Los Angeles 1969. The film is an alternate history as it focuses on Rick Dalton (Leonardo DiCaprio) who was once a star of the hit television show Bounty Law. Now Dalton's career is fading. He drinks too much, he does not remember his lines and his regular work is guest starring as the villain of the week.Accompanying Dalton is his stunt double Cliff Booth (Brad Pitt) who acts as his driver and gofer. Booth is also short of work as he has a bad reputation in the stunt industry.Living next door to Dalton in LA is actress Sharon Tate (Margot Robbie) who has just moved in with her director husband Roman Polanski. Life for her is attending parties and going to the cinema to see her latest movie.Dalton wonders if he should take up a suggestion to go and work in Italy and make spaghetti westerns which could kick start his career. Booth gave a pretty hippy a lift to a ranch which is full of strange people belonging to a cult. Booth seemed to have rubbed them up the wrong way.Eventually the various people cross paths in this reimagining of what might have happened on a fateful night in 1969.There is no doubt that that DiCaprio and Pitt give their all in this film as two middle aged men fading away at an uncertain time. Tarantino seems to have given this film a conservative hue, he really dislikes the counterculture. I wonder if he is angry with the #metoo movement which destroyed his friend Harvey Weinstein and raised questions over his own conduct in the past.Clocking in at under 3 hours this film meanders until it reaches its explosive climax. Until then you wonder what exactly is the story. The movie is a series of vignettes that hints at a director/screenwriter who is past his prime and seems to be obsessed with bare feet."""
tt7131622,6,"""Folks like me and you, come to see a Tarantino Film with great actors Leo and Brad. Half way through the show, despite having great art work and film that stays to the 70s, all of us are wondering...what on earth is this? Only people who actually heard of the infamous hollywood incident, would know what this show is about. Which is towards the last 40mins. The classic fable tale, summs everything up, folks are gonna lie to themselves, and claim this is unique and sophiscated blah blah blah. Unless you belong to that specific, smart group of people, you aint going to enjoy the 3hours long show. What we have here is the emperor's new clothes dilemma."""
tt7131622,6,"""Not even Tarantino with his blood-soaked trademark violence can save this year from mediocrity. It's abundantly clear that his ninth film is a passion project, his love letter to 60s Los Angeles when it was deemed cool for the hippie lifestyle to integrate with mainstream America. It's substantially glossy, kaleidoscopic, heck some may even describe this three hour long """"epic"""" as, well, epic. The only thing epic about this behemoth is Dalton's beastly flamethrower as he incinerates a group of Nazis. This is, without a doubt in my mind, Tarantino's weakest film to date and another sign of his progressive downfall in quality. An ageing television actor, his swooning stunt double and actress Sharon Tate navigate the alterations of the Hollywood film industry, with the Manson """"Family"""" providing a suitably bleak backdrop.Technically, this comedy-drama is good, and I'm not just saying that to ease the scathing hatred that is inevitably flying my way from Tarantino fans. His directorial efforts were effortless. Managing to sustain multiple storylines with a wide array of cameos from his ensemble cast and allowing the lead actors to chew the scenery til it's just mulch. A tribute to the art of filmmaking whilst also providing insight in an actor's mind during vast changes within the industry that made him famous. Tarantino's foot fetish aside, his ability to swoop the camera from high octane tracking shots following a horse to sub-urban houses in Hollywood hills (mostly comprising of single takes) is unprecedented. Even with a simple conversational piece, much like when Dalton meets Fraser for the first time and talks about the novel he's reading and resembling, it's executed with such confidence that it immediately entrances you. Overextended and laborious? Absolutely. Yet witnessing Dalton come to terms with his acting talent, alongside the beautiful creature that is Olyphant playing James Stacy, is oddly engrossing.Of course, only possible due to DiCaprio's electric performance. Purposefully overacting, consistently shouting and harnessing the only developed arc out of all the characters Tarantino shoves into the film. His comedic timing, reminiscent of his venture in Scorsese's 'The Wolf of Wall Street', is impressive and allows a handful of laughs to sneak in, particularly when on the set of 'Lancer'. These characters all residing in a well-designed, precisely replicated and exuberant city that encapsulated the culture at the time. The production was immaculate, accompanied by a signature soundtrack that oozes sophistication and provides a mixtape for golden rock'n'roll.So, like I mentioned, technically this is a very proficient film. Which begs the question """"why was I underwhelmed?"""". Well, that's because nothing happens. A near three-hour collage of Cliff Booth driving across Los Angeles, Sharon Tate watching her own film and the Manson """"Family"""" walking bare feet on lukewarm sand. It's so self-indulgent with no actual substance that it borders on being pretentious. The multiple storylines rarely mesh. Booth is the exact same character from start to finish and is only present to beat the smack down out of Bruce Lee. Tate has no purpose to the over arcing story whatsoever and diminishes the talent of Robbie who has considerably limited screen time. The entire Manson backdrop is utterly futile in terms of placement, that it seems incredibly forced during the last act (although ridiculously fantastic to watch) just so Tarantino can address the cult's motives. The length that various scenes last for was enough to send anyone to sleep, mostly due to the restrained writing from Tarantino that lacks the punch from his previous efforts. An unaccomplished conclusion that left me questioning the entire purpose of the film. Aside from Dalton being introduced to his neighbours, the start of the story is the exact same as the ending. No one has any development! When Tarantino alludes to something happening, like Booth investigating Spahn Ranch, he deviates and sets the pace back to pedestrian mode. Simply a mish-mash of cameos so that everyone working in Hollywood today can claim they were part of a Tarantino feature.For a film that is designed to be a homage to the golden age of Hollywood, there is a distinct lack of gold to be found in this bejewelled ensemble presentation. Whilst technically proficient and wonderfully acted, the absence of substance and genuine character development makes a three-hour affair feel more like a five hour ordeal. And it pains me to say that, as I wanted Tarantino to be the saving grace of this lacklustre year."""
tt7131622,6,"""Im sorry, i do rate tarantino but OUATIH is missing too much for it to be enjoyable. Tarantino has never worked with linear plot but it never seemed to matter because the artistry, dialogue and individuality carried the films (pulp fiction etc) but this is no longer the case. Yes the cinematography and the mood is great but the rest is just boring. The multitude of irrelevant western scenes last for hours on end (why so many for so long) and so many other scenes do not stand up on their own (why does damian lewis arrive? And the little girl?). Im not being cynical but the film lacks any power or meaning and little enjoyment."""
tt7131622,6,"""This is a tricky one. The acting is superb trhoughout. DiCaprio does himself proud, as does Pitt. It's shot well, it's incredibly nostalgic, but I can't help feel it's missing something. The last 30 mins are ace - that's where the positive reviews are kept. Tarintino does what he does best in that last half hour. It's a shame it took two hours to get there. More time developing the final storyline and less nostalgia would probably have led to a better experience. Or tell the same story in 90 minutes. The soundtrack was ace - pure sixties.All in all, go see it, but go for a wee first.Plot 3/10 Acting 9/10 Ending 7/10 Duration vs interest 3/10 Soundtrack 7/10Overall 6/10"""
tt5052448,6,"""Get Out Directed by Jordan Peele is a horror film which begins with quite a unique story, surrounding an African American man meeting his girlfriend's Caucasian family. The first two acts of the film contain scenes which build so much tension. The start of this movie had me so invested due to how much was unknown. I really built strong curiosity surrounding why things seemed very off. All the performances were great, particularly the main character who was incredibly convincing with all his emotion. Also the cinematography was very nice, containing scenes which are one long take with no cuts. As for negatives there are quite a few. The tone of this film is very messy. I wished the horror really got under my skin. Although it was as if there were constant intermissions with cliche comedic relief. To me this broke all the tension, and really made me question the type of film I was watching. There are also quite a few plot holes, and scenes which really don't have any purpose besides trying to freak out the audience. Once the film reaches the third act, I was really let down by the direction they took. I was expecting a smart and unique revelation. But all I got was a standard messed up horror movie """"twist"""". I think all the positive reviews made my expectations skyrocket. I really thought this movie would be insanely smart, but honestly it's really not that special. It didn't impact me the way other great horror and thriller films have. It's a solid and enjoyable film. But it's far from groundbreaking, so therefore I give Get Out a 6. I feel like many will disagree with my rating. If you think you can convince me as to why it is great go ahead. One thing I still don't see is why African Americans were targeted in the film. When it was asked the question was just brushed off..."""
tt5052448,6,"""I'm confused by this film, and after the hype I truly expected a lot more.Two lovers; a white woman and a black man go to visit the womans family, at their mansion where everything is a little unusual and slightly tense. The family have black servants, reminiscent of plantations of yesteryear, and they all act possessed.I didn't like any of the characters except Chris, who was brilliant, underplayed his role and was a genuinely likable character. Only he and his friend Rod, who was pretty damned funny, were the only good characters here.It had some quite creepy moments, but they were too few and far between, and some of the dialog was so cringe worthy I actually gave up on the film initially.What it could have had, if the plot been more plausible, is potentially a Jacobs Ladder/The Shining horror type quality. Mixing comedy with horror is no easy task. It isn't as funny or as frightening as say 'An American Werewolf in London', in fact, it's pretty mediocre on all levels.I very generously give this film a 6."""
tt0449059,6,"""I feel bad that everyone loves this movie and I thought it was just fun. I can see what they were going for, but for the most part I was felt depressed and a little anxious while watching it. That being said, Abigail Breslin is what made this movie for me! Her performance cracked me up, and the famous scene made it worth the wait."""
tt0449059,6,"""We all know comedies have their unbelievable moments, but if they are done well there is an internal logic that papers over the cracks or a cheery momentum that plugs up the plot holes. Not here, unfortunately.If the girl had been in pageants before, why were they so surprised at what the competition involved or what the other competitors were like? Why had they not taken any interest in the girl's talent routine? Why had the boy not noticed his colour blindness earlier, had he never used crayons at school? Then you've got the uninteresting, unsympathetic characters like the grouchy old man, depressive gay man, sullen teen...all stereotypes who grate quickly. You can't knock the fact the film is well-made, with a strong cast and some amusing lines...but Oscar-worthy?? No way."""
tt0388795,6,"""Brokeback Mountain finally premiered in Rochester last night. Before I continue, I just want to say that before I walked into the theater, my conscience was saying not to go, because of my past view on homosexuality. My idea was that it was wrong and immoral.However, I still cleared my mind and gave myself the strength to pay attention. And I'm glad I did.'Cause I wasn't watching another gay-biased film. I wasn't even watching a new work that Ang Lee put out just to say he did something. No, I was watching an engaging, emotional, heart-felt romantic drama. Just with homosexual characters instead of the typical male-female romance.Heath Ledger as Ennis Del Mar deserves not only an Oscar nod, but a win as well. Jake Gyllenhaal was also good as Jack Twist.In the end, I learned that homosexuality should be tolerated, and that it's their own choice and no one else's.ACTING: 10 WRITING: 10 DIRECTION: 10 MUSIC: 10 OVERALL: 10"""
tt0190332,6,"""I´ve watched this four or five times, well, I tried, because I´ve fallen asleep every single one of them, seriously. I am able to sit through movies like THE LAST EMPEROR ot THE WEEPING MEADOW and I´m kind of a stubborn film goer, usually forcing myself to endure any kind of film, no matter how long, slow or bad. Also, I liked other works by Ang Lee, specially EAT DRINK MAN WOMAN. I came to the obvious conclusion there must be something utterly boring about this film that makes me not give a rat´s ass about any character or any of their affected dialogues. I´m guessing the fighting scenes are so gorgeous and unique this film has stayed in our colective subconscious as way more than it really is."""
tt0190332,6,"""Being that I had seen many films from Hong Kong, my basic feeling is that this movie was overrated.  Yes, I expected some action with drama, which the movie did give, but the plot of the movie (spoiled rich princess wants to be #1) didn't captivate me.First the good.  Yes, the cinematography was beautiful, giving one glimpses of China never seen.  Second, Michelle Yeoh and Chow Yun Fat were great.  I was especially surprised to see Chow do so well for an actor known as a gun toting hero.  The fight scenes were, for the most part, well choreographed, especially the scene with Michelle and Ying Zhang.So why overrated?  First of all, there were many kung-fu movies with similar or even better fight scenes.  Second, I just couldn't buy the """"flying leaps"""" seen here, especially for a film trying to be dramatic; how do they get the magic to do it?  Third, the character of the princess just annoyed me.  I think it would have been better to focus more on the characters of Michelle and Chow than on what seemed to be a spoiled brat.  Finally, I try to get the main gist of the film, but it just doesn't come to me.Quite frankly, if Ang Lee's name wasn't on this film, I doubt it would have gotten the recognition it got.  Yes, I know that's how the world turns, but a director's name can't influence how you see a film; it should be able to stand on its own.  For me, """"Crouching Tiger, Hidden Dragon"""" is slightly above average, but not worthy of the recognition it got."""
tt0190332,6,"""I finally got around to seeing CROUCHING TIGER , HIDDEN DRAGON at the weekend . It`s a movie of almost legendary status but I was slightly disappointed with it for one reason that I`ll come to shortly . First of all may I just point out that there`s a lot of acclaim that is justified , it`s a beautifully made film down to its technical areas like the cinematography ( Check out the final stunning scene ) the editing , the soundtrack and the choregraphy . It also has a sense of humour best summed up in the scene at the tea house but this scene - Indeed the whole movie - is let down by something and that something is this : It`s obvious the fleet footed characters are being pulled up and down on a harness . No matter how much the production team try to disguise it it`s obvious this is how the technique is achieved and spoiled the film for me greatly Am I cruel cynic ? Well maybe but think about this : Would LORD OF THE RINGS have been such a sucess if it was painfully obvious that Gollum was a CGI character ? Never once did I believe Gollum was anything less than a real character . Even to this day I have visions that Gollum now sits at home anxiously waiting for Peter Jackson to ring him to tell him he`s starring in THE HOBBIT , that`s how convincing he was to me , but CROUCHING TIGER , HIDDEN DRAGON fails because as soon as I saw characters running over roof tops and along tree branches I realised I was watching people on wires . A great pity because there is so much to admire in this film"""
tt0190332,6,"""What's all the fuss about? This movie is a Japanese romantic drama about male and female roles and a special sword and tons of other stuff. The story is so convoluted, I can't really recount it all. Basically, the film has, as I said, incredible fight scenes and beautiful wide-screen cinematography, but little else. The story is confusing and boring and, with the sole exception of Michelle Yeoh, badly acted (even Chow Yun-Fat!). I gave up on the film about halfway through when they threw in a needlessly long flashback that's a Western!!!! It adds very little to the story. It seems to be there just to up the romance in the movie. Also with such bad acting, you could care less about the characters. Also, the fight scenes aren't that original...Jackie Chan has been doing them in his movies since the 1970s. Also, the film is subtitled...it doesn't bother me but other viewers might not like it. So an overpraised Japanese film. In a few years, nobody will remember this."""
tt9770150,6,"""I love the non sequiturs of Kelly Reichardt, so I'm fine with not much happening in a movie. I don't need bushels of plot.But, despite, McDormand's brave contribution, I didn't think director Zhao hit the mark. For me, the pro actors didn't quite mesh with the real folks.You could run the movie in reverse, it wouldn't make that much difference, such is its neutral tone and low affect throughout.A drifter movie that just drifts. Nowhere near as good as American Honey, which is holding up as one of the great American drifter movies of this century or the last."""
