File,Movie,Question,surprise,anger,neutral,disgust,sadness,fear,joy
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question3,0.08019309248775244,0.02823953740298748,0.2862915650010109,0.37366465106606483,0.09704236555844545,0.10043274210765958,0.01071869870647788
aireviews_gemini_context_variation.csv,Brokeback Mountain,question1,0.010577045613899827,0.03365836418233812,0.1505405966192484,0.3823612201958895,0.3982418448664248,0.007133725937455893,0.005946025624871254
aireviews_gemini_context_variation.csv,Brokeback Mountain,question2,0.04703053832054138,0.12668008264154196,0.32441436871886253,0.14174125287681819,0.26738323718309404,0.05760160991922021,0.009112161584198475
aireviews_gemini_context_variation.csv,Brokeback Mountain,question3,0.023757986910641193,0.02056039295857772,0.14952313052490354,0.41777784349396824,0.28466245867311957,0.07247690095100552,
aireviews_gemini_context_variation.csv,Avatar,question1,0.014212031243368983,0.2420587943866849,0.10312014818191528,0.592940546758473,0.030686337780207396,0.010032796952873468,
aireviews_gemini_context_variation.csv,Avatar,question2,0.013810796663165092,0.13432180285453796,0.23682642504572868,0.4825370728969574,0.024763019871897995,0.0787361984141171,0.01285119354724884
aireviews_gemini_context_variation.csv,Avatar,question3,0.08579219793900847,0.047667311131954195,0.41696238368749616,0.32482057735323905,0.08244107747450471,0.016746218502521514,0.007248686533421278
aireviews_gemini_context_variation.csv,Titanic,question1,0.05037853037938476,0.06988949193619191,0.21221826747059822,0.3878154560923576,0.146591738704592,0.11420736825093628,
aireviews_gemini_context_variation.csv,Titanic,question2,0.01459420844912529,0.03928500628098845,0.19029430523514748,0.4209844499826431,0.14120065178722144,0.1655320405960083,
aireviews_gemini_context_variation.csv,Titanic,question3,0.009746404830366373,0.05196467433124781,0.3983068734407425,0.25798404449597,0.1376983399502933,0.04193905983120203,0.05986020052805543
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question1,0.014196758717298507,0.07451897636055946,0.3081629928201437,0.4656927362084389,0.12184547334909439,,0.0013198157772421836
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question2,0.09595247283577919,0.04993640948086977,0.2325830154120922,0.23031903756782413,0.2933108139783144,0.004664427787065506,0.056238435208797455
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question3,0.013848418556153774,0.11724060452543199,0.2515718907117844,0.35112733505666255,0.19657895863056182,0.013772661425173282,0.03235055571421981
aireviews_gemini_context_variation.csv,Nomadland,question1,0.048929321393370626,0.02096103746443987,0.2625804658979177,0.1765109036117792,0.4661040633916855,0.0009567449800670147,0.004151819786056876
aireviews_gemini_context_variation.csv,Nomadland,question2,0.049269739724695685,0.0036604895256459715,0.29299754509702325,0.1646113373339176,0.3211596970912069,0.13053517183288932,0.009123808247386478
aireviews_gemini_context_variation.csv,Nomadland,question3,0.14491443959996103,0.017718356847763062,0.30534810237586496,0.1499824043828994,0.22474190667271615,0.11608420312404633,0.026857219636440277
