File,Movie,Question,surprise,joy,anger,neutral,disgust,sadness,fear
aireviews_gemini_screenplays.csv,Avatar,question2,0.19770309552550316,0.053887285944074395,0.21938573950901627,0.27632305286824704,0.15242767222225667,0.03178565436974168,0.0169028140604496
aireviews_gemini_screenplays.csv,Avatar,question3,0.0897312693297863,0.061969585996121165,0.0665559258311987,0.4332638904452324,0.3123300918377936,0.013739218283444644,0.005996852740645408
aireviews_gemini_screenplays.csv,Brokeback Mountain,question1,0.009180141612887383,0.09103257607202977,0.05434441417455673,0.22488409020006656,0.4046312389429659,0.180287653952837,0.016303143952973186
aireviews_gemini_screenplays.csv,Brokeback Mountain,question2,0.04496202003210783,0.059789146506227554,0.08573795305564999,0.37948791272938254,0.12845641411840916,0.1631531212478876,0.1128945954144001
aireviews_gemini_screenplays.csv,Brokeback Mountain,question3,,0.02897762544453144,0.026347334682941436,0.48408637940883636,0.23833165802061557,0.1789572149515152,0.028570869471877813
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.005214563757181168,0.0045504987239837645,0.10647498317994178,0.20991987232118844,0.48593919575214384,0.16969110118225217,0.005105028627440333
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,0.018673329101875424,0.1258786715567112,0.03854248393326998,0.4700780130922794,0.25873588034883144,0.04902191432192922,0.005972862057387829
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.01017224472016096,0.15096441954374312,0.07087324149906635,0.4444782197475433,0.24777684956789017,0.048090803623199466,0.009112677164375782
aireviews_gemini_screenplays.csv,Nomadland,question1,0.07968011386692524,,0.24972476672846824,0.17030926104635,0.30165294986218216,0.1778274180367589,0.00669067757553421
aireviews_gemini_screenplays.csv,Nomadland,question2,0.0032139466376975177,0.039528049807995555,0.0017436238005757332,0.5835725886747241,0.06716817766427993,0.25217448826879263,0.038857671245932576
aireviews_gemini_screenplays.csv,Nomadland,question3,0.002249651402235031,0.12221853823866695,0.01540120467543602,0.3734224259853363,0.08867787881754338,0.3382985773961991,0.030846918188035487
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question1,0.010348274745047093,0.023272626847028733,0.13161762533709406,0.19792234543710946,0.5578956572338939,0.06011969996616244,0.0027737448923289775
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question2,,0.18662595869973303,0.05293048545718193,0.4033952564001083,0.124125061230734,0.1308018347248435,0.0800310698337853
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question3,0.006006338447332382,0.03481468248646706,0.03869989588856697,0.3504593536257744,0.22259677900001407,0.22840544283390046,0.09681347869336605
aireviews_gemini_screenplays.csv,Titanic,question1,0.01844488214701414,,0.16279676780104638,0.24132686899974942,0.5076357356272638,0.04616457726806402,0.008586175786331297
aireviews_gemini_screenplays.csv,Titanic,question2,0.021846274845302105,0.09474711418151856,0.05689454711973667,0.5144168868660927,0.1335756008513272,0.05294486545026302,0.09951938167214394
aireviews_gemini_screenplays.csv,Titanic,question3,0.009190300107002258,0.13099350687116385,0.08563906161580234,0.28454438745975497,0.23789840163663029,0.18337160241790115,0.04524382129311562
aireviews_gemini_screenplays_context_variation.csv,Avatar,question1,0.06080832183361053,0.020954184141010045,0.06245360802859068,0.28987822905182836,0.4257777063176036,0.121574815409258,0.0021068429574370383
aireviews_gemini_screenplays_context_variation.csv,Avatar,question2,0.25154275074601173,0.08119040098972619,0.056032743956893685,0.27564648730913177,0.19016363248229026,0.009381683450192213,0.11960203507915139
aireviews_gemini_screenplays_context_variation.csv,Avatar,question3,0.025420547649264335,0.1024694513529539,0.04955618716776371,0.5130808264017105,0.25544642731547357,0.007175489887595176,0.02784668207168579
aireviews_gemini_screenplays_context_variation.csv,Brokeback Mountain,question1,0.02365467429626733,,0.15634080233285202,0.1860778097063303,0.31506424946710465,0.29815306700766087,0.00502476766705513
aireviews_gemini_screenplays_context_variation.csv,Brokeback Mountain,question2,0.0464240662753582,0.1083298840560019,0.007800892367959023,0.26983088850975034,0.15889219492673873,0.20709639033302665,0.17292956877499818
aireviews_gemini_screenplays_context_variation.csv,Brokeback Mountain,question3,0.03593929316848517,0.030241860030218958,0.02518288902938366,0.33612284176051616,0.3173208720982075,0.18432888090610505,0.041569849476218224
aireviews_gemini_screenplays_context_variation.csv,"Crouching Tiger, Hidden Dragon",question1,0.013452635798603296,0.008214319171383978,0.06657303161919118,0.3378011723747477,0.3303603893815307,0.19496088391169905,0.023362049972638486
aireviews_gemini_screenplays_context_variation.csv,"Crouching Tiger, Hidden Dragon",question2,0.07118274765089154,0.046827536821365354,0.07230862751603126,0.34376933202147486,0.2631091050803661,0.128702581115067,0.04169113375246525
aireviews_gemini_screenplays_context_variation.csv,"Crouching Tiger, Hidden Dragon",question3,0.027469698712229727,0.02038360550068319,0.0464817613363266,0.3431269994005561,0.3268511712551117,0.20501692686229944,0.004749302356503904
aireviews_gemini_screenplays_context_variation.csv,Nomadland,question1,0.006794828316196799,0.006693333201110363,0.01904101500986144,0.2048501318320632,0.28251798809506,0.4594362646341324,0.010673277545720339
aireviews_gemini_screenplays_context_variation.csv,Nomadland,question2,0.04069023467600345,0.0832464196253568,0.01922119753435254,0.4267456591129303,0.1976555585861206,0.16046402081847191,0.040471202973276374
aireviews_gemini_screenplays_context_variation.csv,Nomadland,question3,0.003495942475274205,0.05235430793836713,0.04451911700889468,0.3269154313951731,0.25064557222649453,0.19070826387032866,0.10388519875705242
aireviews_gemini_screenplays_context_variation.csv,The Shawshank Redemption,question1,,0.061536022601649164,0.05920773781836033,0.22483066990971565,0.45932825151830914,0.14963994259014726,0.021727144531905652
aireviews_gemini_screenplays_context_variation.csv,The Shawshank Redemption,question2,0.004157604929059744,0.062358395755290986,0.04840151537209749,0.35514858961105344,0.27508088159374894,0.13083185944706202,0.11183801158331334
aireviews_gemini_screenplays_context_variation.csv,The Shawshank Redemption,question3,0.03578691529110074,0.09063493739813566,0.03922260506078601,0.42569796442985536,0.20385926812887192,0.03325585816055536,0.15302765369415283
aireviews_gemini_screenplays_context_variation.csv,Titanic,question1,0.018991268053650857,0.05395058381836861,0.17911957073956727,0.2099116832949221,0.25324972327798606,0.25501733012497424,0.010360958985984325
aireviews_gemini_screenplays_context_variation.csv,Titanic,question2,0.0102564905770123,0.08697350956499576,0.046048213914036754,0.3667341111926362,0.16460473965853453,0.1790644211694598,0.12045191079378129
aireviews_gemini_screenplays_context_variation.csv,Titanic,question3,0.014164321031421423,0.004641923680901527,0.06856218129396438,0.2086070403456688,0.3111875420436263,0.10019533457234502,0.26645238436758517
