File,imdb_id,Question,ComparedWith,MeanSimilarity,MedianSimilarity,MaxSimilarity
aireviews_gemini.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.44043533530639595,0.4416121777347839,0.6125444520690599
aireviews_gemini.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.4006190679766834,0.39786857539131026,0.635725817341427
aireviews_gemini.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.4593555147268848,0.49263335336444103,0.7124231344179098
aireviews_gemini.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.435211779904414,0.4613421354085608,0.6071665903955937
aireviews_gemini.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.448004593458771,0.4588357525065755,0.6819667651867182
aireviews_gemini.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6034111384908073,0.6060583808967591,0.7774968652909804
aireviews_gemini.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.4197701883337012,0.3951213374013281,0.6467627996334637
aireviews_gemini.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.40262666053915125,0.4092725042133496,0.6799125263026798
aireviews_gemini_v2.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5297736951299411,0.5240598170344428,0.6421447392753014
aireviews_gemini_v2.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.39230265784930185,0.3638261189830363,0.6680020977535521
aireviews_gemini_v2.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.48440203722957714,0.49539751523655823,0.609677133319862
aireviews_gemini_v2.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.3981913941022477,0.4161602541595414,0.5656051626926482
aireviews_gemini_v2.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.46119962132677744,0.48190980637688574,0.639744256091243
aireviews_gemini_v2.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.4499592073093463,0.44994901200182624,0.6391535492243222
aireviews_gemini_v2.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.4257029591134955,0.4369037839715035,0.5669103449354296
aireviews_gemini_v2.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.47088018179225727,0.44072556300378696,0.66618232827848
aireviews_gemini_v2.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.5901678286825301,0.5823835822205928,0.7472782476756412
aireviews_gemini_v2.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.4126682982741403,0.3932988827197968,0.583724719279437
aireviews_gemini_v2.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.3586303721930701,0.37261219276106994,0.5683799564875142
